,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeWinRate,AwayWinRate,isWin
206,25/02/2019,RB Leipzig,Hoffenheim,1.8636363636363635,2.0,D,0.9545454545454546,0.5909090909090909,14.5,17.5,5.590909090909091,6.681818181818182,12.636363636363637,13.272727272727273,5.590909090909091,5.409090909090909,2.0454545454545454,1.8181818181818181,0.045454545454545456,0.0,0.5454545454545454,0.36363636363636365,0.0
207,01/03/2019,Augsburg,Dortmund,1.391304347826087,2.4782608695652173,H,0.6086956521739131,1.0,14.173913043478262,12.91304347826087,4.956521739130435,5.3478260869565215,13.956521739130435,8.043478260869565,4.478260869565218,5.217391304347826,1.9130434782608696,1.173913043478261,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.6956521739130435,1.0
208,02/03/2019,Ein Frankfurt,Hoffenheim,1.9130434782608696,1.9565217391304348,H,0.8695652173913043,0.6086956521739131,11.608695652173912,17.043478260869566,4.521739130434782,6.565217391304348,11.73913043478261,13.608695652173912,5.173913043478261,5.3478260869565215,1.8695652173913044,1.7826086956521738,0.08695652173913043,0.0,0.43478260869565216,0.34782608695652173,1.0
209,02/03/2019,Hertha,Mainz,1.5217391304347827,1.1304347826086956,H,0.8695652173913043,0.5652173913043478,11.869565217391305,14.217391304347826,4.608695652173913,4.217391304347826,12.434782608695652,11.73913043478261,4.391304347826087,4.391304347826087,2.0,1.8695652173913044,0.08695652173913043,0.0,0.34782608695652173,0.34782608695652173,1.0
210,02/03/2019,Leverkusen,Freiburg,1.7826086956521738,1.4782608695652173,H,0.9130434782608695,0.7391304347826086,14.826086956521738,13.08695652173913,5.6521739130434785,5.086956521739131,10.521739130434783,11.782608695652174,5.434782608695652,4.695652173913044,1.6956521739130435,1.391304347826087,0.043478260869565216,0.08695652173913043,0.4782608695652174,0.2608695652173913,1.0
211,02/03/2019,M'gladbach,Bayern Munich,1.826086956521739,2.217391304347826,A,0.5217391304347826,1.0434782608695652,13.565217391304348,17.26086956521739,4.956521739130435,6.260869565217392,9.08695652173913,7.913043478260869,5.782608695652174,8.391304347826088,1.3043478260869565,1.434782608695652,0.0,0.08695652173913043,0.5652173913043478,0.6956521739130435,0.0
212,02/03/2019,Nurnberg,RB Leipzig,0.782608695652174,1.826086956521739,A,0.2608695652173913,0.9130434782608695,9.91304347826087,14.521739130434783,2.782608695652174,5.521739130434782,11.91304347826087,12.782608695652174,4.608695652173913,5.608695652173913,2.0,1.9565217391304348,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.5217391304347826,0.0
213,02/03/2019,Schalke 04,Fortuna Dusseldorf,1.0869565217391304,1.173913043478261,A,0.391304347826087,0.30434782608695654,12.956521739130435,12.478260869565217,4.043478260869565,4.782608695652174,12.304347826086957,12.26086956521739,4.6521739130434785,4.6521739130434785,2.130434782608696,2.1739130434782608,0.17391304347826086,0.0,0.2608695652173913,0.34782608695652173,0.0
214,03/03/2019,Stuttgart,Hannover,0.8260869565217391,0.8695652173913043,H,0.2608695652173913,0.391304347826087,11.565217391304348,11.347826086956522,2.9565217391304346,3.5652173913043477,9.608695652173912,11.782608695652174,4.956521739130435,4.217391304347826,2.130434782608696,1.9565217391304348,0.17391304347826086,0.13043478260869565,0.17391304347826086,0.13043478260869565,1.0
215,03/03/2019,Wolfsburg,Werder Bremen,1.6521739130434783,1.6521739130434783,D,0.6521739130434783,0.7391304347826086,12.217391304347826,14.608695652173912,4.608695652173913,5.304347826086956,10.217391304347826,10.956521739130435,5.0,5.173913043478261,2.130434782608696,1.826086956521739,0.0,0.08695652173913043,0.4782608695652174,0.34782608695652173,0.0
216,08/03/2019,Werder Bremen,Schalke 04,1.625,1.0416666666666667,H,0.7083333333333334,0.375,14.5,12.708333333333334,5.208333333333333,3.9583333333333335,11.416666666666666,12.458333333333334,5.125,4.5,1.8333333333333333,2.2083333333333335,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.25,1.0
217,09/03/2019,Bayern Munich,Wolfsburg,2.3333333333333335,1.625,H,1.0833333333333333,0.625,17.333333333333332,12.25,6.583333333333333,4.625,8.041666666666666,10.125,8.416666666666666,5.041666666666667,1.4583333333333333,2.0416666666666665,0.08333333333333333,0.0,0.7083333333333334,0.4583333333333333,1.0
218,09/03/2019,Dortmund,Stuttgart,2.4166666666666665,1.0,H,0.9583333333333334,0.375,13.125,11.666666666666666,5.458333333333333,3.1666666666666665,8.166666666666666,9.833333333333334,5.166666666666667,5.041666666666667,1.2083333333333333,2.125,0.041666666666666664,0.16666666666666666,0.6666666666666666,0.20833333333333334,1.0
219,09/03/2019,Freiburg,Hertha,1.4166666666666667,1.5416666666666667,H,0.7083333333333334,0.8333333333333334,12.875,11.833333333333334,5.0,4.583333333333333,11.583333333333334,12.458333333333334,4.583333333333333,4.375,1.3333333333333333,1.9166666666666667,0.08333333333333333,0.08333333333333333,0.25,0.375,1.0
220,09/03/2019,Mainz,M'gladbach,1.125,1.7916666666666667,A,0.5416666666666666,0.5416666666666666,14.166666666666666,13.458333333333334,4.083333333333333,4.833333333333333,11.666666666666666,8.958333333333334,4.25,5.583333333333333,1.875,1.3333333333333333,0.0,0.0,0.3333333333333333,0.5416666666666666,0.0
221,09/03/2019,RB Leipzig,Augsburg,1.7916666666666667,1.4166666666666667,D,0.9166666666666666,0.625,14.416666666666666,13.958333333333334,5.5,4.916666666666667,12.958333333333334,14.0,5.708333333333333,4.333333333333333,2.0,1.875,0.041666666666666664,0.041666666666666664,0.5416666666666666,0.20833333333333334,0.0
222,10/03/2019,Hannover,Leverkusen,0.875,1.7916666666666667,A,0.375,0.9166666666666666,11.0,14.916666666666666,3.4583333333333335,5.625,11.958333333333334,10.541666666666666,4.041666666666667,5.5,1.9583333333333333,1.625,0.125,0.041666666666666664,0.125,0.5,0.0
223,10/03/2019,Hoffenheim,Nurnberg,1.9583333333333333,0.75,H,0.625,0.25,17.166666666666668,9.791666666666666,6.583333333333333,2.7083333333333335,13.708333333333334,11.75,5.25,4.625,1.8333333333333333,2.0,0.041666666666666664,0.16666666666666666,0.3333333333333333,0.08333333333333333,1.0
224,11/03/2019,Fortuna Dusseldorf,Ein Frankfurt,1.2916666666666667,1.9583333333333333,A,0.3333333333333333,0.875,12.5,11.875,4.791666666666667,4.75,12.416666666666666,11.583333333333334,4.5,5.125,2.1666666666666665,1.7916666666666667,0.0,0.08333333333333333,0.375,0.4583333333333333,0.0
225,15/03/2019,M'gladbach,Freiburg,1.76,1.44,D,0.52,0.72,13.36,12.76,4.8,4.96,8.76,11.52,5.6,4.52,1.28,1.32,0.0,0.08,0.56,0.28,0.0
226,16/03/2019,Augsburg,Hannover,1.36,0.92,H,0.6,0.36,13.6,11.0,4.84,3.52,13.8,12.04,4.32,4.12,1.84,2.0,0.04,0.12,0.2,0.12,1.0
227,16/03/2019,Hertha,Dortmund,1.52,2.44,A,0.8,0.92,12.0,13.32,4.64,5.56,12.52,8.08,4.44,5.24,1.96,1.28,0.08,0.04,0.36,0.68,0.0
228,16/03/2019,Schalke 04,RB Leipzig,1.08,1.72,A,0.4,0.88,12.76,14.52,4.12,5.44,12.36,12.96,4.52,5.76,2.16,1.96,0.16,0.04,0.24,0.52,0.0
229,16/03/2019,Stuttgart,Hoffenheim,1.0,1.96,D,0.36,0.64,11.48,17.2,3.08,6.56,9.84,13.56,4.88,5.36,2.16,1.88,0.16,0.04,0.2,0.36,0.0
230,16/03/2019,Wolfsburg,Fortuna Dusseldorf,1.56,1.24,H,0.6,0.32,11.92,12.28,4.48,4.72,9.96,12.28,4.92,4.36,2.0,2.12,0.0,0.0,0.44,0.36,1.0
231,17/03/2019,Bayern Munich,Mainz,2.48,1.08,H,1.12,0.52,17.52,14.2,6.8,4.0,8.08,11.68,8.36,4.16,1.4,1.88,0.08,0.0,0.72,0.32,1.0
232,17/03/2019,Ein Frankfurt,Nurnberg,2.0,0.76,H,0.84,0.24,12.0,9.84,4.8,2.8,11.68,11.56,5.12,4.56,1.8,2.0,0.08,0.16,0.48,0.08,1.0
233,17/03/2019,Leverkusen,Werder Bremen,1.84,1.72,A,0.96,0.72,14.92,14.72,5.6,5.28,10.72,11.64,5.52,5.08,1.6,1.84,0.04,0.08,0.52,0.36,0.0
234,29/03/2019,Hoffenheim,Leverkusen,1.9230769230769231,1.8076923076923077,H,0.6538461538461539,0.9230769230769231,17.346153846153847,14.923076923076923,6.615384615384615,5.461538461538462,13.615384615384615,10.615384615384615,5.5,5.6923076923076925,1.8846153846153846,1.6538461538461537,0.038461538461538464,0.038461538461538464,0.34615384615384615,0.5,1.0
235,30/03/2019,Dortmund,Wolfsburg,2.4615384615384617,1.6923076923076923,H,0.9230769230769231,0.6153846153846154,13.76923076923077,12.192307692307692,5.653846153846154,4.6923076923076925,7.961538461538462,10.153846153846153,5.423076923076923,5.0,1.3461538461538463,1.9615384615384615,0.038461538461538464,0.0,0.6923076923076923,0.46153846153846156,1.0
236,30/03/2019,Fortuna Dusseldorf,M'gladbach,1.2692307692307692,1.7307692307692308,H,0.34615384615384615,0.5384615384615384,12.5,13.346153846153847,4.769230769230769,4.6923076923076925,12.153846153846153,8.807692307692308,4.384615384615385,5.769230769230769,2.076923076923077,1.2307692307692308,0.0,0.0,0.34615384615384615,0.5384615384615384,1.0
237,30/03/2019,Freiburg,Bayern Munich,1.4230769230769231,2.6153846153846154,D,0.7307692307692307,1.1923076923076923,12.653846153846153,17.692307692307693,4.846153846153846,6.961538461538462,11.576923076923077,8.038461538461538,4.576923076923077,8.538461538461538,1.3846153846153846,1.3846153846153846,0.07692307692307693,0.07692307692307693,0.2692307692307692,0.7307692307692307,0.0
238,30/03/2019,Nurnberg,Augsburg,0.7307692307692307,1.4230769230769231,H,0.23076923076923078,0.5769230769230769,9.807692307692308,13.923076923076923,2.8076923076923075,5.038461538461538,11.615384615384615,13.692307692307692,4.5,4.230769230769231,2.0,1.8076923076923077,0.15384615384615385,0.038461538461538464,0.07692307692307693,0.23076923076923078,1.0
239,30/03/2019,RB Leipzig,Hertha,1.6923076923076923,1.5384615384615385,H,0.8846153846153846,0.8461538461538461,14.538461538461538,11.807692307692308,5.384615384615385,4.615384615384615,13.076923076923077,12.423076923076923,5.769230769230769,4.423076923076923,1.9230769230769231,2.0,0.038461538461538464,0.15384615384615385,0.5384615384615384,0.34615384615384615,1.0
240,30/03/2019,Werder Bremen,Mainz,1.7692307692307692,1.0384615384615385,H,0.7692307692307693,0.5,14.538461538461538,13.923076923076923,5.269230769230769,3.8846153846153846,11.615384615384615,11.423076923076923,5.0,4.076923076923077,1.8461538461538463,1.8076923076923077,0.07692307692307693,0.0,0.38461538461538464,0.3076923076923077,1.0
241,31/03/2019,Ein Frankfurt,Stuttgart,1.9615384615384615,1.0,H,0.8461538461538461,0.34615384615384615,12.461538461538462,11.538461538461538,4.769230769230769,3.0384615384615383,11.384615384615385,9.846153846153847,5.230769230769231,4.846153846153846,1.7307692307692308,2.230769230769231,0.07692307692307693,0.15384615384615385,0.5,0.19230769230769232,1.0
242,31/03/2019,Hannover,Schalke 04,0.9230769230769231,1.0384615384615385,A,0.38461538461538464,0.38461538461538464,11.076923076923077,12.807692307692308,3.5384615384615383,4.076923076923077,11.961538461538462,12.346153846153847,4.076923076923077,4.346153846153846,2.076923076923077,2.1153846153846154,0.11538461538461539,0.15384615384615385,0.11538461538461539,0.23076923076923078,0.0
243,05/04/2019,Mainz,Freiburg,1.037037037037037,1.4074074074074074,H,0.48148148148148145,0.7407407407407407,13.851851851851851,12.62962962962963,3.925925925925926,4.851851851851852,11.333333333333334,11.444444444444445,4.222222222222222,4.444444444444445,1.7777777777777777,1.4444444444444444,0.0,0.07407407407407407,0.2962962962962963,0.25925925925925924,1.0
244,06/04/2019,Bayern Munich,Dortmund,2.5555555555555554,2.4444444444444446,H,1.1851851851851851,0.8888888888888888,18.0,13.666666666666666,7.0,5.62962962962963,8.074074074074074,8.074074074074074,8.481481481481481,5.407407407407407,1.3703703703703705,1.2962962962962963,0.07407407407407407,0.037037037037037035,0.7037037037037037,0.7037037037037037,1.0
245,06/04/2019,Hertha,Fortuna Dusseldorf,1.4814814814814814,1.3333333333333333,A,0.8148148148148148,0.4444444444444444,11.592592592592593,12.333333333333334,4.444444444444445,4.7407407407407405,12.185185185185185,12.222222222222221,4.37037037037037,4.2592592592592595,1.962962962962963,2.074074074074074,0.14814814814814814,0.0,0.3333333333333333,0.37037037037037035,0.0
246,06/04/2019,Leverkusen,RB Leipzig,1.7777777777777777,1.8148148148148149,A,0.9259259259259259,0.9259259259259259,15.037037037037036,14.777777777777779,5.481481481481482,5.518518518518518,10.444444444444445,12.851851851851851,5.7407407407407405,5.777777777777778,1.6666666666666667,1.8888888888888888,0.037037037037037035,0.037037037037037035,0.48148148148148145,0.5555555555555556,0.0
247,06/04/2019,Schalke 04,Ein Frankfurt,1.037037037037037,2.0,A,0.4074074074074074,0.8518518518518519,12.555555555555555,12.407407407407407,4.037037037037037,4.777777777777778,12.518518518518519,11.444444444444445,4.2592592592592595,5.222222222222222,2.074074074074074,1.7407407407407407,0.14814814814814814,0.07407407407407407,0.25925925925925924,0.5185185185185185,0.0
248,06/04/2019,Stuttgart,Nurnberg,0.9629629629629629,0.8148148148148148,D,0.3333333333333333,0.2222222222222222,11.481481481481481,9.88888888888889,3.037037037037037,2.8518518518518516,9.851851851851851,11.481481481481481,4.851851851851852,4.481481481481482,2.185185185185185,1.962962962962963,0.14814814814814814,0.14814814814814814,0.18518518518518517,0.1111111111111111,0.0
249,06/04/2019,Wolfsburg,Hannover,1.6296296296296295,0.8888888888888888,H,0.5925925925925926,0.37037037037037035,12.0,11.222222222222221,4.62962962962963,3.5185185185185186,10.25925925925926,12.11111111111111,4.962962962962963,4.222222222222222,2.0,2.037037037037037,0.0,0.1111111111111111,0.4444444444444444,0.1111111111111111,1.0
250,07/04/2019,Augsburg,Hoffenheim,1.3703703703703705,2.0,A,0.5555555555555556,0.6666666666666666,13.925925925925926,17.185185185185187,4.962962962962963,6.555555555555555,13.62962962962963,13.407407407407407,4.222222222222222,5.444444444444445,1.8518518518518519,1.8888888888888888,0.037037037037037035,0.037037037037037035,0.2222222222222222,0.37037037037037035,0.0
251,07/04/2019,M'gladbach,Werder Bremen,1.7037037037037037,1.8148148148148149,D,0.5185185185185185,0.8148148148148148,13.333333333333334,14.296296296296296,4.7407407407407405,5.222222222222222,8.962962962962964,11.592592592592593,5.62962962962963,5.074074074074074,1.2962962962962963,1.7777777777777777,0.0,0.07407407407407407,0.5185185185185185,0.4074074074074074,0.0
252,12/04/2019,Nurnberg,Schalke 04,0.8214285714285714,1.0357142857142858,D,0.25,0.42857142857142855,10.214285714285714,12.321428571428571,2.9642857142857144,4.035714285714286,11.464285714285714,12.642857142857142,4.5,4.214285714285714,2.0,2.1785714285714284,0.14285714285714285,0.17857142857142858,0.10714285714285714,0.25,0.0
253,13/04/2019,Dortmund,Mainz,2.357142857142857,1.1785714285714286,H,0.8571428571428571,0.5714285714285714,13.357142857142858,13.678571428571429,5.464285714285714,3.9642857142857144,8.214285714285714,11.535714285714286,5.25,4.142857142857143,1.3214285714285714,1.8214285714285714,0.03571428571428571,0.0,0.6785714285714286,0.32142857142857145,1.0
254,13/04/2019,Hannover,M'gladbach,0.8928571428571429,1.6785714285714286,A,0.39285714285714285,0.5,11.214285714285714,13.392857142857142,3.5357142857142856,4.678571428571429,12.071428571428571,8.892857142857142,4.142857142857143,5.678571428571429,2.0357142857142856,1.3214285714285714,0.10714285714285714,0.0,0.10714285714285714,0.5,0.0
255,13/04/2019,RB Leipzig,Wolfsburg,1.8928571428571428,1.6785714285714286,H,0.9285714285714286,0.6071428571428571,14.535714285714286,12.035714285714286,5.464285714285714,4.642857142857143,12.821428571428571,10.214285714285714,5.642857142857143,5.107142857142857,1.8571428571428572,1.9642857142857142,0.03571428571428571,0.0,0.5714285714285714,0.4642857142857143,1.0
256,13/04/2019,Stuttgart,Leverkusen,0.9642857142857143,1.7857142857142858,A,0.32142857142857145,0.9642857142857143,11.571428571428571,14.892857142857142,3.0714285714285716,5.428571428571429,9.785714285714286,10.428571428571429,5.107142857142857,5.75,2.142857142857143,1.6785714285714286,0.14285714285714285,0.03571428571428571,0.17857142857142858,0.4642857142857143,0.0
257,13/04/2019,Werder Bremen,Freiburg,1.7857142857142858,1.3571428571428572,H,0.7857142857142857,0.7142857142857143,14.214285714285714,12.785714285714286,5.25,4.857142857142857,11.392857142857142,11.285714285714286,4.928571428571429,4.535714285714286,1.7857142857142858,1.4285714285714286,0.07142857142857142,0.07142857142857142,0.39285714285714285,0.25,1.0
258,14/04/2019,Ein Frankfurt,Augsburg,2.0,1.3214285714285714,A,0.8571428571428571,0.5357142857142857,12.535714285714286,13.714285714285714,4.785714285714286,4.785714285714286,11.321428571428571,13.464285714285714,5.25,4.214285714285714,1.7142857142857142,1.8214285714285714,0.07142857142857142,0.03571428571428571,0.5357142857142857,0.21428571428571427,0.0
259,14/04/2019,Fortuna Dusseldorf,Bayern Munich,1.3571428571428572,2.642857142857143,A,0.4642857142857143,1.2857142857142858,12.357142857142858,18.142857142857142,4.821428571428571,7.107142857142857,12.178571428571429,8.107142857142858,4.321428571428571,8.571428571428571,2.0357142857142856,1.3571428571428572,0.0,0.07142857142857142,0.39285714285714285,0.7142857142857143,0.0
260,14/04/2019,Hoffenheim,Hertha,2.0714285714285716,1.4642857142857142,H,0.6785714285714286,0.8214285714285714,17.214285714285715,11.642857142857142,6.642857142857143,4.392857142857143,13.285714285714286,12.392857142857142,5.357142857142857,4.285714285714286,1.8571428571428572,1.9642857142857142,0.03571428571428571,0.14285714285714285,0.39285714285714285,0.32142857142857145,1.0
261,20/04/2019,Augsburg,Stuttgart,1.3793103448275863,0.9310344827586207,H,0.5862068965517241,0.3103448275862069,13.862068965517242,11.620689655172415,4.827586206896552,3.1379310344827585,13.310344827586206,9.89655172413793,4.137931034482759,5.172413793103448,1.793103448275862,2.103448275862069,0.034482758620689655,0.1724137931034483,0.2413793103448276,0.1724137931034483,1.0
262,20/04/2019,Bayern Munich,Werder Bremen,2.689655172413793,1.793103448275862,H,1.3103448275862069,0.7586206896551724,18.24137931034483,14.310344827586206,7.206896551724138,5.310344827586207,8.10344827586207,11.620689655172415,8.482758620689655,5.0,1.3103448275862069,1.7586206896551724,0.06896551724137931,0.06896551724137931,0.7241379310344828,0.41379310344827586,1.0
263,20/04/2019,Leverkusen,Nurnberg,1.7586206896551724,0.8275862068965517,H,0.9310344827586207,0.2413793103448276,15.0,10.448275862068966,5.413793103448276,3.0689655172413794,10.448275862068966,11.482758620689655,5.758620689655173,4.724137931034483,1.6206896551724137,1.9655172413793103,0.034482758620689655,0.13793103448275862,0.4827586206896552,0.10344827586206896,1.0
264,20/04/2019,Mainz,Fortuna Dusseldorf,1.1724137931034482,1.3448275862068966,H,0.5517241379310345,0.4482758620689655,13.793103448275861,12.172413793103448,4.137931034482759,4.724137931034483,11.344827586206897,12.137931034482758,4.137931034482759,4.241379310344827,1.793103448275862,2.0,0.0,0.0,0.3103448275862069,0.3793103448275862,1.0
265,20/04/2019,M'gladbach,RB Leipzig,1.6551724137931034,1.896551724137931,A,0.4827586206896552,0.9655172413793104,13.551724137931034,14.758620689655173,4.827586206896552,5.620689655172414,8.862068965517242,13.03448275862069,5.896551724137931,5.758620689655173,1.2758620689655173,1.8275862068965518,0.0,0.034482758620689655,0.5172413793103449,0.5862068965517241,0.0
266,20/04/2019,Schalke 04,Hoffenheim,1.0344827586206897,2.0689655172413794,A,0.41379310344827586,0.6896551724137931,12.448275862068966,17.655172413793103,3.9655172413793105,6.655172413793103,12.655172413793103,13.10344827586207,4.379310344827586,5.482758620689655,2.1724137931034484,1.8275862068965518,0.1724137931034483,0.034482758620689655,0.2413793103448276,0.41379310344827586,0.0
267,21/04/2019,Freiburg,Dortmund,1.3448275862068966,2.3448275862068964,A,0.6896551724137931,0.896551724137931,12.655172413793103,13.275862068965518,4.862068965517241,5.517241379310345,11.137931034482758,8.275862068965518,4.482758620689655,5.206896551724138,1.4827586206896552,1.2758620689655173,0.06896551724137931,0.034482758620689655,0.2413793103448276,0.6896551724137931,0.0
268,21/04/2019,Hertha,Hannover,1.4137931034482758,0.8620689655172413,D,0.7931034482758621,0.3793103448275862,11.413793103448276,11.241379310344827,4.310344827586207,3.586206896551724,12.517241379310345,12.0,4.241379310344827,4.103448275862069,1.896551724137931,1.9655172413793103,0.13793103448275862,0.10344827586206896,0.3103448275862069,0.10344827586206896,0.0
269,22/04/2019,Wolfsburg,Ein Frankfurt,1.6206896551724137,1.9655172413793103,D,0.5862068965517241,0.8620689655172413,11.827586206896552,12.689655172413794,4.551724137931035,4.758620689655173,10.275862068965518,11.517241379310345,5.0344827586206895,5.344827586206897,1.9310344827586208,1.7586206896551724,0.0,0.10344827586206896,0.4482758620689655,0.5172413793103449,0.0
270,26/04/2019,Augsburg,Leverkusen,1.5333333333333334,1.7666666666666666,A,0.6666666666666666,0.9,14.2,15.166666666666666,5.1,5.533333333333333,13.3,10.466666666666667,4.3,5.933333333333334,1.7333333333333334,1.5666666666666667,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.5,0.0
271,27/04/2019,Dortmund,Schalke 04,2.4,1.0666666666666667,A,0.9,0.4,13.166666666666666,12.533333333333333,5.533333333333333,4.0,8.2,12.666666666666666,5.133333333333334,4.433333333333334,1.2333333333333334,2.1666666666666665,0.03333333333333333,0.16666666666666666,0.7,0.23333333333333334,0.0
272,27/04/2019,Ein Frankfurt,Hertha,1.9333333333333333,1.3666666666666667,D,0.8333333333333334,0.7666666666666667,12.666666666666666,11.566666666666666,4.7,4.266666666666667,11.4,12.533333333333333,5.366666666666666,4.266666666666667,1.8,1.9666666666666666,0.1,0.13333333333333333,0.5,0.3,0.0
273,27/04/2019,Fortuna Dusseldorf,Werder Bremen,1.3333333333333333,1.7333333333333334,H,0.4666666666666667,0.7333333333333333,12.333333333333334,13.933333333333334,4.8,5.133333333333334,12.2,11.633333333333333,4.333333333333333,4.933333333333334,2.033333333333333,1.7666666666666666,0.0,0.1,0.36666666666666664,0.4,1.0
274,27/04/2019,Hannover,Mainz,0.8333333333333334,1.2333333333333334,H,0.36666666666666664,0.5666666666666667,11.3,14.033333333333333,3.6333333333333333,4.166666666666667,11.9,11.3,4.233333333333333,4.1,1.9333333333333333,1.7333333333333334,0.1,0.0,0.1,0.3333333333333333,1.0
275,27/04/2019,RB Leipzig,Freiburg,1.9,1.3,H,0.9666666666666667,0.6666666666666666,14.733333333333333,12.533333333333333,5.566666666666666,4.766666666666667,13.066666666666666,11.1,5.7,4.5,1.8333333333333333,1.5,0.03333333333333333,0.06666666666666667,0.6,0.23333333333333334,1.0
276,27/04/2019,Stuttgart,M'gladbach,0.9,1.6333333333333333,H,0.3,0.4666666666666667,11.7,13.566666666666666,3.1666666666666665,4.8,9.766666666666667,9.0,5.133333333333334,5.766666666666667,2.033333333333333,1.2333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.5,1.0
277,28/04/2019,Hoffenheim,Wolfsburg,2.1666666666666665,1.6,A,0.7333333333333333,0.5666666666666667,17.433333333333334,12.133333333333333,6.633333333333334,4.666666666666667,13.166666666666666,10.266666666666667,5.333333333333333,5.3,1.8666666666666667,1.9333333333333333,0.03333333333333333,0.0,0.43333333333333335,0.43333333333333335,0.0
278,28/04/2019,Nurnberg,Bayern Munich,0.8,2.6333333333333333,D,0.23333333333333334,1.2666666666666666,10.266666666666667,18.566666666666666,3.0,7.2,11.333333333333334,8.166666666666666,4.6,8.666666666666666,1.9,1.2666666666666666,0.13333333333333333,0.06666666666666667,0.1,0.7333333333333333,0.0
279,03/05/2019,Mainz,RB Leipzig,1.1935483870967742,1.903225806451613,D,0.5483870967741935,0.967741935483871,14.32258064516129,14.741935483870968,4.161290322580645,5.516129032258065,11.387096774193548,13.129032258064516,4.193548387096774,5.67741935483871,1.7096774193548387,1.8709677419354838,0.0,0.03225806451612903,0.3225806451612903,0.6129032258064516,0.0
280,04/05/2019,Bayern Munich,Hannover,2.5806451612903225,0.8387096774193549,H,1.2258064516129032,0.3548387096774194,18.548387096774192,11.161290322580646,7.161290322580645,3.6129032258064515,8.161290322580646,11.838709677419354,8.548387096774194,4.225806451612903,1.2903225806451613,1.935483870967742,0.06451612903225806,0.0967741935483871,0.7096774193548387,0.12903225806451613,1.0
281,04/05/2019,Hertha,Stuttgart,1.3225806451612903,0.9032258064516129,H,0.7419354838709677,0.2903225806451613,11.516129032258064,11.741935483870968,4.225806451612903,3.2580645161290325,12.612903225806452,10.03225806451613,4.258064516129032,5.032258064516129,2.064516129032258,2.032258064516129,0.16129032258064516,0.16129032258064516,0.2903225806451613,0.1935483870967742,1.0
282,04/05/2019,M'gladbach,Hoffenheim,1.5806451612903225,2.129032258064516,D,0.45161290322580644,0.7419354838709677,13.67741935483871,17.483870967741936,4.774193548387097,6.645161290322581,8.96774193548387,13.161290322580646,5.806451612903226,5.451612903225806,1.2258064516129032,1.8709677419354838,0.0,0.03225806451612903,0.4838709677419355,0.41935483870967744,0.0
283,04/05/2019,Werder Bremen,Dortmund,1.7096774193548387,2.3870967741935485,D,0.7419354838709677,0.9032258064516129,14.064516129032258,13.0,5.258064516129032,5.419354838709677,11.67741935483871,8.225806451612904,5.064516129032258,5.032258064516129,1.8064516129032258,1.1935483870967742,0.0967741935483871,0.0967741935483871,0.3870967741935484,0.6774193548387096,0.0
284,04/05/2019,Wolfsburg,Nurnberg,1.6774193548387097,0.8064516129032258,H,0.5806451612903226,0.22580645161290322,12.451612903225806,10.225806451612904,4.838709677419355,3.032258064516129,10.225806451612904,11.32258064516129,5.225806451612903,4.612903225806452,1.935483870967742,1.8709677419354838,0.0,0.12903225806451613,0.45161290322580644,0.0967741935483871,1.0
285,05/05/2019,Freiburg,Fortuna Dusseldorf,1.2903225806451613,1.4193548387096775,D,0.6451612903225806,0.5161290322580645,12.580645161290322,12.35483870967742,4.870967741935484,4.838709677419355,11.225806451612904,12.129032258064516,4.483870967741935,4.32258064516129,1.6129032258064515,2.0,0.06451612903225806,0.0,0.22580645161290322,0.3870967741935484,0.0
286,05/05/2019,Leverkusen,Ein Frankfurt,1.8387096774193548,1.8709677419354838,H,0.9032258064516129,0.8064516129032258,15.096774193548388,12.580645161290322,5.580645161290323,4.67741935483871,10.387096774193548,11.451612903225806,5.838709677419355,5.258064516129032,1.5161290322580645,1.7419354838709677,0.03225806451612903,0.0967741935483871,0.5161290322580645,0.4838709677419355,1.0
287,05/05/2019,Schalke 04,Augsburg,1.1612903225806452,1.5161290322580645,D,0.45161290322580644,0.6774193548387096,12.387096774193548,14.0,4.0,5.0,12.838709677419354,13.225806451612904,4.419354838709677,4.258064516129032,2.2903225806451615,1.7096774193548387,0.16129032258064516,0.03225806451612903,0.25806451612903225,0.25806451612903225,0.0
288,11/05/2019,Augsburg,Hertha,1.46875,1.375,A,0.65625,0.78125,13.78125,11.5,4.9375,4.28125,13.03125,12.625,4.25,4.1875,1.65625,2.03125,0.03125,0.15625,0.25,0.3125,0.0
289,11/05/2019,Dortmund,Fortuna Dusseldorf,2.375,1.40625,H,0.9375,0.53125,13.25,12.46875,5.5,4.78125,8.1875,12.09375,5.125,4.3125,1.1875,2.03125,0.09375,0.0,0.65625,0.375,1.0
290,11/05/2019,Hannover,Freiburg,0.84375,1.28125,H,0.34375,0.65625,10.875,12.46875,3.53125,4.8125,11.625,11.25,4.09375,4.5,1.96875,1.625,0.125,0.09375,0.125,0.21875,1.0
